ID,temperature,humidite,force_moyenne_du_vecteur_de_vent,force_du_vecteur_de_vent_max,pluie_intensite_max,date,quartier,sismicite,concentration_gaz,pluie_totale,catastrophe
889,17.6,65.5,3.5,7.7,0.0,2170-10-17,5,0.53,120.01,725.45,0
890,14.0,55.1,5.5,14.0,0.0,2171-10-17,1,0.66,264.79,705.25,1
891,14.0,55.1,5.5,14.0,0.0,2171-10-17,3,0.59,214.82,881.06,2
892,14.0,55.1,5.5,14.0,0.0,2171-10-17,4,0.82,297.83,42.27,1
893,14.0,55.1,5.5,14.0,0.0,2171-10-17,2,0.38,177.69,503.26,2
894,14.0,55.1,5.5,14.0,0.0,2171-10-17,5,0.45,118.06,97.52,0
895,17.3,75.2,8.4,13.4,0.0,2170-11-17,1,0.54,268.53,129.55,0
896,17.3,75.2,8.4,13.4,0.0,2170-11-17,3,0.88,261.83,696.15,1
897,17.3,75.2,8.4,13.4,0.0,2170-11-17,4,0.65,203.4,609.3,1
898,17.3,75.2,8.4,13.4,0.0,2170-11-17,2,0.41,128.16,307.58,2
899,17.3,75.2,8.4,13.4,0.0,2170-11-17,5,0.4,127.31,333.25,2
900,22.6,75.4,8.4,13.2,0.0,2171-11-17,1,1.0,187.42,751.89,0
901,22.6,75.4,8.4,13.2,0.0,2171-11-17,3,0.64,151.65,776.18,2
902,22.6,75.4,8.4,13.2,0.0,2171-11-17,4,0.81,294.61,614.86,1
903,22.6,75.4,8.4,13.2,0.0,2171-11-17,2,0.45,127.65,901.43,2
904,22.6,75.4,8.4,13.2,0.0,2171-11-17,5,0.65,157.05,405.23,2
905,13.1,59.3,6.4,18.0,0.0,2170-12-17,1,0.98,270.94,247.33,0
906,13.1,59.3,6.4,18.0,0.0,2170-12-17,3,0.59,232.77,378.41,2
907,13.1,59.3,6.4,18.0,0.0,2170-12-17,4,0.74,221.61,62.49,1
908,13.1,59.3,6.4,18.0,0.0,2170-12-17,2,0.58,136.17,555.46,2
909,13.1,59.3,6.4,18.0,0.0,2170-12-17,5,0.39,148.03,688.97,0
910,15.3,68.2,3.6,4.1,0.0,2171-12-17,1,0.69,180.75,522.98,0
911,15.3,68.2,3.6,4.1,0.0,2171-12-17,3,0.6,201.83,399.94,2
912,15.3,68.2,3.6,4.1,0.0,2171-12-17,4,0.52,157.49,68.87,0
913,15.3,68.2,3.6,4.1,0.0,2171-12-17,2,0.64,170.08,362.57,2
914,15.3,68.2,3.6,4.1,0.0,2171-12-17,5,0.39,131.06,44.82,2
915,15.2,57.6,5.5,8.5,0.0,2170-02-17,1,0.89,208.07,113.61,1
916,15.2,57.6,5.5,8.5,0.0,2170-02-17,3,0.75,261.22,387.85,1
917,15.2,57.6,5.5,8.5,0.0,2170-02-17,4,0.95,251.71,16.94,1
918,15.2,57.6,5.5,8.5,0.0,2170-02-17,2,0.39,160.63,105.9,0
919,15.2,57.6,5.5,8.5,0.0,2170-02-17,5,0.54,100.92,815.15,0
920,21.4,63.1,11.7,16.9,0.0,2171-02-17,1,0.72,173.48,599.33,0
921,21.4,63.1,11.7,16.9,0.0,2171-02-17,3,0.81,274.53,123.22,3
922,21.4,63.1,11.7,16.9,0.0,2171-02-17,4,0.91,228.55,296.91,0
923,21.4,63.1,11.7,16.9,0.0,2171-02-17,2,0.48,185.74,23.1,2
924,21.4,63.1,11.7,16.9,0.0,2171-02-17,5,0.55,125.9,307.53,2
925,20.0,52.2,9.6,20.3,0.0,2170-03-17,1,0.6,234.85,6.24,0
926,20.0,52.2,9.6,20.3,0.0,2170-03-17,3,0.59,166.6,631.72,2
927,20.0,52.2,9.6,20.3,0.0,2170-03-17,4,0.61,295.81,760.25,1
928,20.0,52.2,9.6,20.3,0.0,2170-03-17,2,0.51,133.07,49.1,2
929,20.0,52.2,9.6,20.3,0.0,2170-03-17,5,0.53,141.0,690.3,2
930,18.3,69.3,5.0,8.5,0.0,2171-03-17,1,0.63,294.32,564.48,0
931,18.3,69.3,5.0,8.5,0.0,2171-03-17,3,0.55,239.18,183.35,2
932,18.3,69.3,5.0,8.5,0.0,2171-03-17,4,0.9,179.05,458.21,0
933,18.3,69.3,5.0,8.5,0.0,2171-03-17,2,0.58,164.8,290.88,0
934,18.3,69.3,5.0,8.5,0.0,2171-03-17,5,0.7,159.05,15.73,0
935,15.1,37.8,10.3,17.4,0.0,2170-04-17,1,0.79,224.35,474.51,1
936,15.1,37.8,10.3,17.4,0.0,2170-04-17,3,0.63,285.94,17.83,3
937,15.1,37.8,10.3,17.4,0.0,2170-04-17,4,0.99,218.02,530.39,0
938,15.1,37.8,10.3,17.4,0.0,2170-04-17,2,0.61,197.95,343.49,2
939,15.1,37.8,10.3,17.4,0.0,2170-04-17,5,0.55,198.47,656.26,0
940,22.2,61.3,7.9,14.3,0.0,2171-04-17,1,0.57,170.9,707.0,0
941,22.2,61.3,7.9,14.3,0.0,2171-04-17,3,0.81,158.21,830.5,0
942,22.2,61.3,7.9,14.3,0.0,2171-04-17,4,0.8,292.04,309.2,1
943,22.2,61.3,7.9,14.3,0.0,2171-04-17,2,0.32,153.5,826.9,2
944,22.2,61.3,7.9,14.3,0.0,2171-04-17,5,0.54,186.94,94.73,2
945,23.9,57.2,12.9,21.2,0.0,2170-05-17,1,0.86,209.38,795.41,1
946,23.9,57.2,12.9,21.2,0.0,2170-05-17,3,0.6,162.73,844.35,2
947,23.9,57.2,12.9,21.2,0.0,2170-05-17,4,0.63,204.94,364.33,0
948,23.9,57.2,12.9,21.2,0.0,2170-05-17,2,0.65,197.69,425.54,2
949,23.9,57.2,12.9,21.2,0.0,2170-05-17,5,0.69,157.32,371.22,2
950,28.9,42.9,3.6,8.1,0.0,2171-05-17,1,0.61,254.69,174.55,1
951,28.9,42.9,3.6,8.1,0.0,2171-05-17,3,0.65,196.68,252.65,2
952,28.9,42.9,3.6,8.1,0.0,2171-05-17,4,0.93,152.26,91.74,0
953,28.9,42.9,3.6,8.1,0.0,2171-05-17,2,0.33,127.5,473.13,2
954,28.9,42.9,3.6,8.1,0.0,2171-05-17,5,0.34,132.92,350.11,2
955,36.7,59.1,4.2,12.0,0.1,2170-06-17,1,0.96,257.03,62.67,1
956,36.7,59.1,4.2,12.0,0.1,2170-06-17,3,0.6,213.24,920.47,2
957,36.7,59.1,4.2,12.0,0.1,2170-06-17,4,0.64,162.56,265.86,0
958,36.7,59.1,4.2,12.0,0.1,2170-06-17,2,0.52,114.37,377.39,2
959,36.7,59.1,4.2,12.0,0.1,2170-06-17,5,0.56,174.49,350.79,0
960,44.4,30.0,2.2,5.5,0.0,2171-06-17,1,0.7,186.96,282.83,0
961,44.4,30.0,2.2,5.5,0.0,2171-06-17,3,0.91,196.86,300.87,2
962,44.4,30.0,2.2,5.5,0.0,2171-06-17,4,0.98,197.65,289.68,0
963,44.4,30.0,2.2,5.5,0.0,2171-06-17,2,0.56,120.22,86.54,2
964,44.4,30.0,2.2,5.5,0.0,2171-06-17,5,0.49,127.45,225.12,2
965,19.9,28.0,3.8,7.4,0.0,2170-07-17,1,0.67,155.16,336.11,0
966,19.9,28.0,3.8,7.4,0.0,2170-07-17,3,0.65,284.39,852.61,3
967,19.9,28.0,3.8,7.4,0.0,2170-07-17,4,0.71,266.76,130.4,1
968,19.9,28.0,3.8,7.4,0.0,2170-07-17,2,0.35,112.13,511.98,2
969,19.9,28.0,3.8,7.4,0.0,2170-07-17,5,0.36,101.72,910.15,2
970,42.5,30.1,2.8,7.4,0.0,2171-07-17,1,0.8,282.07,737.58,1
971,42.5,30.1,2.8,7.4,0.0,2171-07-17,3,0.82,192.02,656.02,0
972,42.5,30.1,2.8,7.4,0.0,2171-07-17,4,0.86,286.62,480.26,1
973,42.5,30.1,2.8,7.4,0.0,2171-07-17,2,0.51,125.72,410.06,2
974,42.5,30.1,2.8,7.4,0.0,2171-07-17,5,0.38,199.5,769.37,0
975,33.8,48.9,6.6,12.8,0.0,2171-08-17,1,0.74,271.76,351.22,0
976,33.8,48.9,6.6,12.8,0.0,2171-08-17,3,0.81,171.18,72.44,0
977,33.8,48.9,6.6,12.8,0.0,2171-08-17,4,0.56,190.14,498.47,0
978,33.8,48.9,6.6,12.8,0.0,2171-08-17,2,0.31,153.79,71.48,2
979,33.8,48.9,6.6,12.8,0.0,2171-08-17,5,0.67,159.25,937.91,2
980,33.2,45.3,2.9,6.4,0.0,2170-09-17,1,0.82,185.32,217.35,0
981,33.2,45.3,2.9,6.4,0.0,2170-09-17,3,0.97,247.3,891.82,1
982,33.2,45.3,2.9,6.4,0.0,2170-09-17,4,0.69,176.73,259.39,0
983,33.2,45.3,2.9,6.4,0.0,2170-09-17,2,0.54,184.1,527.77,2
984,33.2,45.3,2.9,6.4,0.0,2170-09-17,5,0.37,176.58,118.2,2
985,32.4,34.2,3.1,9.4,0.0,2171-09-17,1,0.67,298.02,595.0,1
986,32.4,34.2,3.1,9.4,0.0,2171-09-17,3,0.91,198.14,132.74,2
987,32.4,34.2,3.1,9.4,0.0,2171-09-17,4,0.85,266.4,505.91,1
988,32.4,34.2,3.1,9.4,0.0,2171-09-17,2,0.44,174.32,787.16,2
989,32.4,34.2,3.1,9.4,0.0,2171-09-17,5,0.49,132.83,381.46,2
990,13.4,66.9,2.9,2.6,0.0,2170-01-18,1,0.74,241.64,32.3,1
991,13.4,66.9,2.9,2.6,0.0,2170-01-18,3,0.56,283.94,361.2,2
992,13.4,66.9,2.9,2.6,0.0,2170-01-18,4,0.75,284.2,624.58,1
993,13.4,66.9,2.9,2.6,0.0,2170-01-18,2,0.55,180.8,391.31,2
994,13.4,66.9,2.9,2.6,0.0,2170-01-18,5,0.47,132.58,98.62,2
995,6.4,78.8,4.0,4.7,0.0,2171-01-18,1,0.78,232.68,5.29,0
996,6.4,78.8,4.0,4.7,0.0,2171-01-18,3,0.92,268.31,299.08,1
997,6.4,78.8,4.0,4.7,0.0,2171-01-18,4,0.6,152.27,588.8,0
998,6.4,78.8,4.0,4.7,0.0,2171-01-18,2,0.6,132.38,899.68,2
999,6.4,78.8,4.0,4.7,0.0,2171-01-18,5,0.51,102.64,284.44,0
1000,23.2,52.5,3.7,7.7,0.0,2170-10-18,1,0.66,258.31,546.58,1
1001,23.2,52.5,3.7,7.7,0.0,2170-10-18,3,0.89,258.06,994.96,2
1002,23.2,52.5,3.7,7.7,0.0,2170-10-18,4,0.89,178.36,387.1,0
1003,23.2,52.5,3.7,7.7,0.0,2170-10-18,2,0.59,107.18,622.51,2
1004,23.2,52.5,3.7,7.7,0.0,2170-10-18,5,0.53,107.65,845.24,2
1005,31.2,55.1,5.6,17.6,0.0,2171-10-18,1,0.91,259.28,531.08,1
1006,31.2,55.1,5.6,17.6,0.0,2171-10-18,3,0.91,287.94,696.92,0
1007,31.2,55.1,5.6,17.6,0.0,2171-10-18,4,0.76,196.63,10.03,0
1008,31.2,55.1,5.6,17.6,0.0,2171-10-18,2,0.57,162.45,603.15,0
1009,31.2,55.1,5.6,17.6,0.0,2171-10-18,5,0.33,176.01,117.39,2
1010,17.1,63.3,4.4,5.6,0.0,2170-11-18,1,0.85,155.04,240.07,0
1011,17.1,63.3,4.4,5.6,0.0,2170-11-18,3,0.67,155.87,89.16,2
1012,17.1,63.3,4.4,5.6,0.0,2170-11-18,4,0.78,216.67,199.75,0
1013,17.1,63.3,4.4,5.6,0.0,2170-11-18,2,0.52,180.7,214.48,2
1014,17.1,63.3,4.4,5.6,0.0,2170-11-18,5,0.33,117.82,437.24,0
1015,13.0,68.1,4.7,7.4,0.0,2170-12-18,1,0.54,209.02,413.22,0
1016,13.0,68.1,4.7,7.4,0.0,2170-12-18,3,0.73,244.21,838.16,3
1017,13.0,68.1,4.7,7.4,0.0,2170-12-18,4,0.58,206.14,317.79,0
1018,13.0,68.1,4.7,7.4,0.0,2170-12-18,2,0.63,180.48,197.54,0
1019,13.0,68.1,4.7,7.4,0.0,2170-12-18,5,0.59,174.5,41.51,2
1020,16.0,64.3,5.4,14.0,0.0,2171-12-18,1,0.73,200.86,538.17,0
1021,16.0,64.3,5.4,14.0,0.0,2171-12-18,3,0.54,202.9,168.39,2
1022,16.0,64.3,5.4,14.0,0.0,2171-12-18,4,0.51,239.96,715.95,0
1023,16.0,64.3,5.4,14.0,0.0,2171-12-18,2,0.38,129.49,55.47,2
1024,16.0,64.3,5.4,14.0,0.0,2171-12-18,5,0.52,135.2,596.76,0
1025,14.9,61.1,7.1,21.4,0.0,2170-02-18,1,0.77,214.89,525.19,1
1026,14.9,61.1,7.1,21.4,0.0,2170-02-18,3,0.76,173.35,66.86,2
1027,14.9,61.1,7.1,21.4,0.0,2170-02-18,4,0.75,152.62,339.05,0
1028,14.9,61.1,7.1,21.4,0.0,2170-02-18,2,0.43,128.52,814.78,2
1029,14.9,61.1,7.1,21.4,0.0,2170-02-18,5,0.46,143.86,245.91,0
1030,15.2,70.8,5.8,9.1,0.0,2171-02-18,1,1.0,260.76,497.58,0
1031,15.2,70.8,5.8,9.1,0.0,2171-02-18,3,0.68,277.3,257.73,3
1032,15.2,70.8,5.8,9.1,0.0,2171-02-18,4,0.7,189.46,774.0,0
1033,15.2,70.8,5.8,9.1,0.0,2171-02-18,2,0.32,156.03,511.85,0
1034,15.2,70.8,5.8,9.1,0.0,2171-02-18,5,0.35,183.68,868.67,2
1035,13.1,54.1,4.9,12.2,0.0,2170-03-18,1,0.83,288.47,380.44,1
1036,13.1,54.1,4.9,12.2,0.0,2170-03-18,3,0.68,269.04,863.51,0
1037,13.1,54.1,4.9,12.2,0.0,2170-03-18,4,0.72,210.96,164.26,1
1038,13.1,54.1,4.9,12.2,0.0,2170-03-18,2,0.61,176.79,837.5,0
1039,13.1,54.1,4.9,12.2,0.0,2170-03-18,5,0.68,182.05,94.64,0
1040,17.5,62.9,6.0,7.2,0.0,2171-03-18,1,0.72,161.99,232.53,0
1041,17.5,62.9,6.0,7.2,0.0,2171-03-18,3,0.51,219.49,362.1,2
1042,17.5,62.9,6.0,7.2,0.0,2171-03-18,4,0.66,153.35,636.38,0
1043,17.5,62.9,6.0,7.2,0.0,2171-03-18,2,0.59,121.01,310.72,2
1044,17.5,62.9,6.0,7.2,0.0,2171-03-18,5,0.36,184.02,85.26,0
1045,18.1,44.2,7.4,13.6,0.0,2170-04-18,1,0.82,269.02,97.51,0
1046,18.1,44.2,7.4,13.6,0.0,2170-04-18,3,0.77,214.18,458.59,1
1047,18.1,44.2,7.4,13.6,0.0,2170-04-18,4,0.59,191.85,792.31,0
1048,18.1,44.2,7.4,13.6,0.0,2170-04-18,2,0.35,118.0,976.5,2
1049,18.1,44.2,7.4,13.6,0.0,2170-04-18,5,0.6,185.61,876.58,2
1050,19.4,67.8,6.9,12.3,0.0,2171-04-18,1,0.65,248.78,414.79,1
1051,19.4,67.8,6.9,12.3,0.0,2171-04-18,3,0.84,167.55,173.11,2
1052,19.4,67.8,6.9,12.3,0.0,2171-04-18,4,0.92,211.79,542.22,1
1053,19.4,67.8,6.9,12.3,0.0,2171-04-18,2,0.57,102.23,91.35,2
1054,19.4,67.8,6.9,12.3,0.0,2171-04-18,5,0.63,175.44,705.96,0
1055,23.1,61.8,5.2,10.2,0.0,2170-05-18,1,0.51,204.37,486.38,0
1056,23.1,61.8,5.2,10.2,0.0,2170-05-18,3,0.84,240.57,221.21,0
1057,23.1,61.8,5.2,10.2,0.0,2170-05-18,4,0.66,242.87,62.17,1
1058,23.1,61.8,5.2,10.2,0.0,2170-05-18,2,0.37,115.74,909.42,2
1059,23.1,61.8,5.2,10.2,0.0,2170-05-18,5,0.32,185.96,712.29,2
1060,36.1,38.2,4.2,10.0,0.0,2171-05-18,1,0.87,294.88,88.01,0
1061,36.1,38.2,4.2,10.0,0.0,2171-05-18,3,0.6,247.86,650.34,2
1062,36.1,38.2,4.2,10.0,0.0,2171-05-18,4,0.72,172.96,106.86,0
1063,36.1,38.2,4.2,10.0,0.0,2171-05-18,2,0.49,147.16,120.55,2
1064,36.1,38.2,4.2,10.0,0.0,2171-05-18,5,0.55,174.89,553.07,2
1065,2.0,32.0,2.5,7.2,0.0,2170-06-18,1,0.91,159.05,787.33,0
1066,2.0,32.0,2.5,7.2,0.0,2170-06-18,3,0.78,262.04,178.4,2
1067,2.0,32.0,2.5,7.2,0.0,2170-06-18,4,0.5,199.88,12.02,0
1068,2.0,32.0,2.5,7.2,0.0,2170-06-18,2,0.38,110.78,54.7,2
1069,2.0,32.0,2.5,7.2,0.0,2170-06-18,5,0.54,153.28,323.13,2
1070,42.2,33.1,4.0,15.4,0.0,2171-06-18,1,0.67,289.52,773.67,1
1071,42.2,33.1,4.0,15.4,0.0,2171-06-18,3,0.92,252.92,207.24,3
1072,42.2,33.1,4.0,15.4,0.0,2171-06-18,4,0.8,187.7,111.45,0
1073,42.2,33.1,4.0,15.4,0.0,2171-06-18,2,0.68,157.09,382.15,2
1074,42.2,33.1,4.0,15.4,0.0,2171-06-18,5,0.49,167.65,667.69,2
1075,40.8,41.4,6.9,14.3,0.0,2170-07-18,1,0.81,196.3,790.06,0
1076,40.8,41.4,6.9,14.3,0.0,2170-07-18,3,0.61,160.6,734.8,0
1077,40.8,41.4,6.9,14.3,0.0,2170-07-18,4,0.94,184.08,465.53,0
1078,40.8,41.4,6.9,14.3,0.0,2170-07-18,2,0.53,142.05,977.11,2
1079,40.8,41.4,6.9,14.3,0.0,2170-07-18,5,0.56,116.0,228.01,2
1080,44.0,25.5,5.2,20.7,0.0,2171-07-18,1,0.55,226.23,25.09,0
1081,44.0,25.5,5.2,20.7,0.0,2171-07-18,3,0.85,188.29,864.63,0
1082,44.0,25.5,5.2,20.7,0.0,2171-07-18,4,0.69,256.23,291.45,1
1083,44.0,25.5,5.2,20.7,0.0,2171-07-18,2,0.44,109.23,871.09,2
1084,44.0,25.5,5.2,20.7,0.0,2171-07-18,5,0.58,193.27,73.74,2
1085,34.5,53.5,10.8,18.7,0.0,2171-08-18,1,0.72,293.52,495.04,0
1086,34.5,53.5,10.8,18.7,0.0,2171-08-18,3,0.96,271.18,355.98,3
1087,34.5,53.5,10.8,18.7,0.0,2171-08-18,4,0.54,189.46,380.37,0
1088,34.5,53.5,10.8,18.7,0.0,2171-08-18,2,0.49,196.09,964.4,2
1089,34.5,53.5,10.8,18.7,0.0,2171-08-18,5,0.33,180.64,336.61,2
1090,31.3,65.0,4.8,10.2,0.0,2170-09-18,1,0.83,220.34,444.12,1
1091,31.3,65.0,4.8,10.2,0.0,2170-09-18,3,0.86,210.87,887.73,3
1092,31.3,65.0,4.8,10.2,0.0,2170-09-18,4,1.0,207.13,57.26,1
1093,31.3,65.0,4.8,10.2,0.0,2170-09-18,2,0.69,124.28,748.6,2
1094,31.3,65.0,4.8,10.2,0.0,2170-09-18,5,0.54,130.76,81.13,2
1095,28.8,30.7,1.9,4.4,0.0,2171-09-18,1,0.67,227.49,623.3,1
1096,28.8,30.7,1.9,4.4,0.0,2171-09-18,3,0.85,184.18,362.1,2
1097,28.8,30.7,1.9,4.4,0.0,2171-09-18,4,0.66,218.9,245.11,1
1098,28.8,30.7,1.9,4.4,0.0,2171-09-18,2,0.55,166.31,174.87,0
1099,28.8,30.7,1.9,4.4,0.0,2171-09-18,5,0.69,156.29,543.71,0
1100,11.0,59.2,4.9,10.2,0.0,2170-01-19,1,0.76,262.78,774.11,0
1101,11.0,59.2,4.9,10.2,0.0,2170-01-19,3,0.66,184.78,628.99,2
1102,11.0,59.2,4.9,10.2,0.0,2170-01-19,4,0.78,194.72,31.0,0
1103,11.0,59.2,4.9,10.2,0.0,2170-01-19,2,0.53,189.79,949.09,2
1104,11.0,59.2,4.9,10.2,0.0,2170-01-19,5,0.35,117.05,244.93,2
1105,11.0,65.9,5.0,8.0,0.0,2171-01-19,1,0.56,153.07,635.17,0
1106,11.0,65.9,5.0,8.0,0.0,2171-01-19,3,0.92,280.57,208.74,3
1107,11.0,65.9,5.0,8.0,0.0,2171-01-19,4,0.86,245.28,757.89,0
1108,11.0,65.9,5.0,8.0,0.0,2171-01-19,2,0.33,129.24,240.24,2
1109,11.0,65.9,5.0,8.0,0.0,2171-01-19,5,0.56,165.97,261.23,2
1110,22.5,69.2,5.3,15.5,0.0,2170-10-19,1,0.86,258.3,755.34,1
1111,22.5,69.2,5.3,15.5,0.0,2170-10-19,3,0.81,242.41,905.25,2
1112,22.5,69.2,5.3,15.5,0.0,2170-10-19,4,0.59,212.8,313.19,0
1113,22.5,69.2,5.3,15.5,0.0,2170-10-19,2,0.38,154.55,113.56,2
1114,22.5,69.2,5.3,15.5,0.0,2170-10-19,5,0.54,118.51,594.78,2
1115,12.7,70.9,2.8,1.8,0.0,2170-11-19,1,0.81,265.23,518.66,1
1116,12.7,70.9,2.8,1.8,0.0,2170-11-19,3,0.52,240.64,809.22,2
1117,12.7,70.9,2.8,1.8,0.0,2170-11-19,4,0.64,182.95,301.99,0
1118,12.7,70.9,2.8,1.8,0.0,2170-11-19,2,0.56,192.78,754.12,2
1119,12.7,70.9,2.8,1.8,0.0,2170-11-19,5,0.36,179.79,50.03,2
1120,15.3,70.3,8.3,15.1,0.0,2171-11-19,1,0.65,268.99,654.4,0
1121,15.3,70.3,8.3,15.1,0.0,2171-11-19,3,0.7,176.87,240.42,2
1122,15.3,70.3,8.3,15.1,0.0,2171-11-19,4,0.72,258.79,623.55,0
1123,15.3,70.3,8.3,15.1,0.0,2171-11-19,2,0.34,122.55,855.17,0
1124,15.3,70.3,8.3,15.1,0.0,2171-11-19,5,0.55,174.74,154.15,0
1125,14.2,70.0,3.0,4.2,0.0,2170-12-19,1,0.52,257.96,189.19,0
1126,14.2,70.0,3.0,4.2,0.0,2170-12-19,3,0.96,261.66,216.03,3
1127,14.2,70.0,3.0,4.2,0.0,2170-12-19,4,0.89,256.62,663.76,0
1128,14.2,70.0,3.0,4.2,0.0,2170-12-19,2,0.7,172.35,334.98,2
1129,14.2,70.0,3.0,4.2,0.0,2170-12-19,5,0.54,101.59,538.31,2
1130,22.0,62.0,6.0,17.7,0.0,2171-12-19,1,0.54,190.66,579.38,0
1131,22.0,62.0,6.0,17.7,0.0,2171-12-19,3,0.56,278.11,648.9,0
1132,22.0,62.0,6.0,17.7,0.0,2171-12-19,4,0.94,150.03,106.5,0
1133,22.0,62.0,6.0,17.7,0.0,2171-12-19,2,0.3,179.88,283.8,2
1134,22.0,62.0,6.0,17.7,0.0,2171-12-19,5,0.44,111.97,733.48,2
1135,16.9,70.0,6.2,23.2,0.0,2170-02-19,1,0.93,237.79,42.23,1
1136,16.9,70.0,6.2,23.2,0.0,2170-02-19,3,0.82,186.09,147.55,2
1137,16.9,70.0,6.2,23.2,0.0,2170-02-19,4,0.62,184.49,137.55,0
1138,16.9,70.0,6.2,23.2,0.0,2170-02-19,2,0.59,187.85,717.15,2
1139,16.9,70.0,6.2,23.2,0.0,2170-02-19,5,0.35,112.91,850.67,2
1140,16.7,58.5,6.3,10.7,0.0,2171-02-19,1,0.6,271.86,461.87,0
1141,16.7,58.5,6.3,10.7,0.0,2171-02-19,3,0.81,229.86,167.6,3
1142,16.7,58.5,6.3,10.7,0.0,2171-02-19,4,0.61,244.44,42.2,1
1143,16.7,58.5,6.3,10.7,0.0,2171-02-19,2,0.7,197.42,390.91,2
1144,16.7,58.5,6.3,10.7,0.0,2171-02-19,5,0.56,115.49,520.18,2
1145,9.0,63.2,7.4,11.1,0.0,2170-03-19,1,1.0,196.4,37.63,0
1146,9.0,63.2,7.4,11.1,0.0,2170-03-19,3,0.51,242.86,920.27,0
1147,9.0,63.2,7.4,11.1,0.0,2170-03-19,4,0.65,218.41,424.75,1
1148,9.0,63.2,7.4,11.1,0.0,2170-03-19,2,0.55,189.04,950.51,2
1149,9.0,63.2,7.4,11.1,0.0,2170-03-19,5,0.46,152.54,676.64,2
1150,16.4,58.2,12.3,26.9,0.0,2171-03-19,1,0.72,254.6,222.08,1
1151,16.4,58.2,12.3,26.9,0.0,2171-03-19,3,0.55,266.87,322.66,2
1152,16.4,58.2,12.3,26.9,0.0,2171-03-19,4,0.68,232.11,316.6,1
1153,16.4,58.2,12.3,26.9,0.0,2171-03-19,2,0.6,107.42,557.36,2
1154,16.4,58.2,12.3,26.9,0.0,2171-03-19,5,0.64,176.26,66.53,0
1155,23.3,31.6,4.6,8.0,0.0,2170-04-19,1,0.5,173.42,601.12,0
1156,23.3,31.6,4.6,8.0,0.0,2170-04-19,3,0.87,238.03,485.83,1
1157,23.3,31.6,4.6,8.0,0.0,2170-04-19,4,0.79,291.97,254.55,1
1158,23.3,31.6,4.6,8.0,0.0,2170-04-19,2,0.5,194.29,911.52,2
1159,23.3,31.6,4.6,8.0,0.0,2170-04-19,5,0.56,147.29,315.02,0
1160,20.6,64.5,6.8,11.6,0.0,2171-04-19,1,0.99,203.8,670.61,1
1161,20.6,64.5,6.8,11.6,0.0,2171-04-19,3,0.83,226.44,580.03,0
1162,20.6,64.5,6.8,11.6,0.0,2171-04-19,4,0.64,288.01,131.63,1
1163,20.6,64.5,6.8,11.6,0.0,2171-04-19,2,0.56,121.59,86.1,2
1164,20.6,64.5,6.8,11.6,0.0,2171-04-19,5,0.65,178.77,370.86,0
1165,21.2,55.8,10.1,19.6,0.0,2170-05-19,1,0.76,232.32,349.15,1
1166,21.2,55.8,10.1,19.6,0.0,2170-05-19,3,0.95,209.76,822.9,2
1167,21.2,55.8,10.1,19.6,0.0,2170-05-19,4,0.52,234.61,412.2,0
1168,21.2,55.8,10.1,19.6,0.0,2170-05-19,2,0.43,182.1,721.81,2
1169,21.2,55.8,10.1,19.6,0.0,2170-05-19,5,0.43,123.64,985.14,0
1170,28.9,51.5,6.5,19.3,0.0,2171-05-19,1,0.81,172.16,656.4,0
1171,28.9,51.5,6.5,19.3,0.0,2171-05-19,3,0.58,159.53,134.76,2
1172,28.9,51.5,6.5,19.3,0.0,2171-05-19,4,0.95,297.54,528.57,1
1173,28.9,51.5,6.5,19.3,0.0,2171-05-19,2,0.52,199.47,655.36,0
1174,28.9,51.5,6.5,19.3,0.0,2171-05-19,5,0.45,171.92,919.68,0
1175,37.5,58.1,3.4,12.8,0.0,2170-06-19,1,0.66,184.96,136.96,0
1176,37.5,58.1,3.4,12.8,0.0,2170-06-19,3,0.83,174.3,640.99,2
1177,37.5,58.1,3.4,12.8,0.0,2170-06-19,4,0.87,165.54,21.59,0
1178,37.5,58.1,3.4,12.8,0.0,2170-06-19,2,0.31,191.11,620.44,0
1179,37.5,58.1,3.4,12.8,0.0,2170-06-19,5,0.69,196.1,800.37,2
1180,39.3,45.7,4.5,18.4,0.0,2171-06-19,1,0.95,182.76,281.68,0
1181,39.3,45.7,4.5,18.4,0.0,2171-06-19,3,0.77,239.91,203.37,3
1182,39.3,45.7,4.5,18.4,0.0,2171-06-19,4,0.7,259.28,535.91,1
1183,39.3,45.7,4.5,18.4,0.0,2171-06-19,2,0.36,100.65,266.47,0
1184,39.3,45.7,4.5,18.4,0.0,2171-06-19,5,0.65,136.32,988.79,2
1185,38.5,45.5,3.9,8.8,0.0,2170-07-19,1,0.55,208.9,613.6,0
1186,38.5,45.5,3.9,8.8,0.0,2170-07-19,3,0.85,223.6,863.62,1
1187,38.5,45.5,3.9,8.8,0.0,2170-07-19,4,0.62,278.96,523.72,1
1188,38.5,45.5,3.9,8.8,0.0,2170-07-19,2,0.4,126.07,29.47,2
1189,38.5,45.5,3.9,8.8,0.0,2170-07-19,5,0.47,186.65,59.87,2
1190,39.7,38.9,3.6,12.1,0.0,2171-07-19,1,0.7,154.27,613.66,0
1191,39.7,38.9,3.6,12.1,0.0,2171-07-19,3,0.68,241.54,493.45,0
1192,39.7,38.9,3.6,12.1,0.0,2171-07-19,4,0.61,218.67,416.61,0
